Crop,State,Area_ha,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Yield_t_per_ha,Total_Fertilizer_kg,Total_Pesticide_kg,Total_Yield_t,Temperature_C
apple,Jammu and Kashmir,4.839,240.54,0.932,10.005,1163.97,4.51,48.414,17.67
muskmelon,Uttar Pradesh,3.148,195.76,0.417,10.643,616.25,1.313,33.504,24.51
lentil,Andaman and Nicobar Islands,1.094,37.73,0.132,1.467,41.28,0.144,1.605,22.8
pomegranate,Chhattisgarh,0.302,254.36,1.129,15.316,76.82,0.341,4.625,23.4
banana,Nagaland,1.231,251.67,1.272,54.394,309.81,1.566,66.959,25.66
apple,Odisha,1.394,91.61,0.523,22.12,127.7,0.729,30.835,23.42
orange,Arunachal Pradesh,3.714,132.22,1.11,24.108,491.07,4.123,89.537,25.86
papaya,Meghalaya,0.893,228.7,1.014,32.497,204.23,0.906,29.02,31.36
lentil,Goa,1.004,24.23,0.332,1.266,24.33,0.333,1.271,21.24
cotton,Jharkhand,4.234,125.79,2.618,2.042,532.59,11.085,8.646,22.03
coffee,Goa,5.204,120.89,0.701,0.761,629.11,3.648,3.96,20.17
coconut,Mizoram,0.557,695.09,0.779,6.206,387.17,0.434,3.457,26.5
lentil,Delhi,0.945,26.73,0.198,0.916,25.26,0.187,0.866,11.41
apple,Tamil Nadu,6.123,150.31,0.651,24.736,920.35,3.986,151.459,14.28
muskmelon,Chhattisgarh,0.777,202.33,0.857,11.602,157.21,0.666,9.015,31.46
blackgram,Uttar Pradesh,0.418,28.44,0.364,1.001,11.89,0.152,0.418,31.66
blackgram,Tripura,1.856,48.94,0.277,0.739,90.83,0.514,1.372,27.12
pigeonpeas,Dadra and Nagar Haveli and Daman and Diu,2.052,59.48,0.382,1.602,122.05,0.784,3.287,30.68
chickpea,Himachal Pradesh,1.722,48.28,0.195,0.872,83.14,0.336,1.502,12.13
rice,Dadra and Nagar Haveli and Daman and Diu,0.386,137.04,0.321,4.851,52.9,0.124,1.872,26.91
cotton,Assam,3.642,150.62,2.627,1.69,548.56,9.568,6.155,30.21
pigeonpeas,Nagaland,0.378,31.84,0.26,1.316,12.04,0.098,0.497,29.45
kidneybeans,Telangana,0.46,32.55,0.465,1.938,14.97,0.214,0.891,21.34
maize,Odisha,1.767,89.6,0.297,4.328,158.32,0.525,7.648,19.15
banana,Maharashtra,0.672,495.33,0.734,57.416,332.86,0.493,38.584,29.67
jute,Jammu and Kashmir,1.504,91.69,0.831,3.806,137.9,1.25,5.724,24.98
orange,Mizoram,3.534,120.45,1.115,21.021,425.67,3.94,74.288,20.39
papaya,Punjab,1.552,268.03,0.95,21.264,415.98,1.474,33.002,24.1
coconut,Gujarat,0.771,358.95,0.977,7.886,276.75,0.753,6.08,31.57
mothbeans,Uttarakhand,1.732,47.16,0.25,0.601,81.68,0.433,1.041,22.14
rice,Delhi,0.372,105.02,0.546,4.003,39.07,0.203,1.489,29.8
grapes,Punjab,2.341,179.3,0.523,13.01,419.74,1.224,30.456,24.19
lentil,Jammu and Kashmir,1.549,40.13,0.254,0.563,62.16,0.393,0.872,18.66
papaya,Tripura,3.49,247.13,0.725,28.647,862.48,2.53,99.978,26.05
chickpea,Bihar,0.6,31.01,0.369,1.403,18.61,0.221,0.842,13.38
chickpea,Chhattisgarh,2.671,30.41,0.359,1.384,81.23,0.959,3.697,17.25
apple,Uttarakhand,0.758,154.46,0.93,26.762,117.08,0.705,20.286,13.83
watermelon,Haryana,1.468,180.44,0.688,17.938,264.89,1.01,26.333,28.85
rice,Andhra Pradesh,1.176,105.1,0.425,3.789,123.6,0.5,4.456,27.89
papaya,Mizoram,3.362,292.02,0.839,38.172,981.77,2.821,128.334,29.44
mungbean,Uttar Pradesh,1.442,39.28,0.135,0.511,56.64,0.195,0.737,27.36
jute,Jharkhand,9.413,172.75,0.669,3.116,1626.1,6.297,29.331,23.73
papaya,Punjab,1.235,164.13,0.775,25.996,202.7,0.957,32.105,31.94
pomegranate,Kerala,0.318,174.81,0.857,27.793,55.59,0.273,8.838,24.19
apple,Haryana,0.803,284.93,0.485,9.781,228.8,0.389,7.854,11.16
jute,Bihar,0.524,89.62,0.519,3.799,46.96,0.272,1.991,23.05
blackgram,Tripura,2.365,36.15,0.155,1.568,85.49,0.367,3.708,22.72
maize,Delhi,1.653,115.54,0.363,1.808,190.99,0.6,2.989,25.23
pomegranate,Goa,6.359,166.55,0.699,14.311,1059.09,4.445,91.004,19.48
pigeonpeas,Karnataka,3.115,42.81,0.365,1.611,133.35,1.137,5.018,25.15
muskmelon,Assam,0.353,106.4,0.871,8.704,37.56,0.307,3.073,21.87
mungbean,Punjab,1.345,35.35,0.141,0.869,47.55,0.19,1.169,27.02
blackgram,Dadra and Nagar Haveli and Daman and Diu,5.692,36.76,0.262,0.661,209.24,1.491,3.762,28.14
jute,Goa,0.493,139.32,0.957,2.975,68.68,0.472,1.467,24.27
coconut,Odisha,0.409,412.89,1.078,12.27,168.87,0.441,5.018,25.25
blackgram,Nagaland,0.969,35.2,0.128,1.005,34.11,0.124,0.974,23.96
cotton,Chhattisgarh,0.662,164.35,1.711,1.849,108.8,1.133,1.224,27.7
watermelon,Manipur,1.246,156.73,0.618,12.256,195.29,0.77,15.271,30.45
pigeonpeas,Jammu and Kashmir,2.527,58.17,0.491,1.404,147.0,1.241,3.548,20.67
banana,Himachal Pradesh,0.303,505.71,1.223,48.01,153.23,0.371,14.547,31.33
apple,Odisha,0.706,200.87,0.588,18.555,141.81,0.415,13.1,15.64
apple,Odisha,0.443,185.25,0.765,19.849,82.07,0.339,8.793,16.44
lentil,Mizoram,1.378,26.45,0.227,1.488,36.45,0.313,2.05,10.63
papaya,Tripura,1.05,249.18,1.019,27.027,261.64,1.07,28.378,27.48
mungbean,Puducherry,1.265,30.49,0.372,1.036,38.57,0.471,1.311,22.61
maize,Gujarat,7.779,85.6,0.272,2.379,665.88,2.116,18.506,23.06
pigeonpeas,West Bengal,0.754,44.83,0.447,1.286,33.8,0.337,0.97,20.74
coffee,Jharkhand,2.101,131.87,0.823,1.38,277.06,1.729,2.899,20.01
orange,Chhattisgarh,0.861,269.46,0.701,27.398,232.01,0.604,23.59,28.35
pomegranate,Nagaland,0.331,229.94,1.317,24.562,76.11,0.436,8.13,19.43
mungbean,Uttarakhand,2.141,42.58,0.172,1.368,91.16,0.368,2.929,26.67
coffee,Uttarakhand,4.892,195.45,0.88,1.512,956.14,4.305,7.397,19.5
rice,Jammu and Kashmir,0.327,165.49,0.605,4.525,54.12,0.198,1.48,21.83
lentil,Andaman and Nicobar Islands,0.372,37.53,0.32,1.518,13.96,0.119,0.565,19.93
coconut,Gujarat,1.035,384.07,0.613,6.392,397.51,0.634,6.616,24.3
coffee,Puducherry,5.076,148.12,0.777,1.707,751.86,3.944,8.665,22.65
blackgram,Mizoram,1.57,41.34,0.189,1.412,64.9,0.297,2.217,28.54
pigeonpeas,Telangana,1.065,48.58,0.226,1.187,51.74,0.241,1.264,25.04
grapes,Nagaland,0.326,162.43,1.061,13.971,52.95,0.346,4.555,17.09
watermelon,Assam,1.196,156.3,0.774,24.531,186.93,0.926,29.339,23.33
orange,Karnataka,0.598,126.9,1.04,14.151,75.89,0.622,8.462,29.26
rice,Manipur,0.476,118.82,0.744,3.768,56.56,0.354,1.794,21.67
kidneybeans,Karnataka,0.892,36.9,0.18,1.269,32.91,0.161,1.132,18.75
chickpea,Gujarat,0.303,20.65,0.282,0.876,6.26,0.085,0.265,22.33
coffee,Uttarakhand,1.675,123.87,0.797,1.291,207.48,1.335,2.162,18.06
banana,Himachal Pradesh,1.002,491.77,0.671,46.174,492.75,0.672,46.266,21.24
mango,Delhi,0.649,300.52,1.099,15.166,195.04,0.713,9.843,25.54
muskmelon,Chhattisgarh,6.362,117.64,0.561,11.144,748.43,3.569,70.898,30.25
orange,Himachal Pradesh,2.432,123.14,1.012,27.502,299.48,2.461,66.885,28.27
jute,Uttarakhand,3.364,117.09,0.734,2.833,393.89,2.469,9.53,24.91
jute,Dadra and Nagar Haveli and Daman and Diu,1.371,139.56,0.723,3.293,191.34,0.991,4.515,28.49
muskmelon,Jharkhand,3.124,187.2,0.685,23.034,584.81,2.14,71.958,26.63
mungbean,Maharashtra,1.302,42.21,0.276,0.411,54.96,0.359,0.535,24.25
cotton,Punjab,0.361,182.43,1.22,1.802,65.86,0.44,0.651,29.29
apple,Odisha,1.071,222.47,0.702,25.883,238.27,0.752,27.721,21.54
coffee,West Bengal,1.901,177.95,0.797,1.168,338.28,1.515,2.22,20.06
mungbean,Sikkim,4.359,41.48,0.233,0.547,180.81,1.016,2.384,31.4
lentil,Punjab,1.761,36.15,0.192,1.529,63.66,0.338,2.693,19.46
muskmelon,Puducherry,0.892,182.92,0.488,22.294,163.16,0.435,19.886,28.93
maize,Andhra Pradesh,0.495,95.73,0.359,1.975,47.39,0.178,0.978,29.84
lentil,Andaman and Nicobar Islands,0.506,21.43,0.273,0.765,10.84,0.138,0.387,13.89
coconut,Goa,2.028,646.31,0.904,11.274,1310.72,1.833,22.864,28.19
chickpea,Puducherry,0.627,36.64,0.202,0.726,22.97,0.127,0.455,13.29
kidneybeans,Madhya Pradesh,5.186,56.09,0.235,1.833,290.88,1.219,9.506,25.5
coffee,Karnataka,1.197,180.05,0.622,1.424,215.52,0.745,1.705,19.35
banana,Puducherry,1.381,242.22,0.941,30.955,334.51,1.3,42.749,32.49
mothbeans,Goa,0.986,22.29,0.199,0.594,21.98,0.196,0.586,27.85
watermelon,Sikkim,0.872,145.2,0.47,22.335,126.61,0.41,19.476,25.15
banana,Ladakh,1.546,270.25,0.953,47.091,417.81,1.473,72.803,32.5
blackgram,Haryana,4.404,30.22,0.136,0.73,133.09,0.599,3.215,29.1
coffee,Uttar Pradesh,0.457,115.79,0.942,0.854,52.92,0.43,0.39,20.51
pigeonpeas,Odisha,3.572,44.67,0.497,0.881,159.56,1.775,3.147,25.31
jute,Andhra Pradesh,3.106,100.58,0.785,2.936,312.4,2.438,9.119,22.21
blackgram,Bihar,1.816,24.59,0.195,0.987,44.66,0.354,1.792,22.66
grapes,Telangana,2.107,281.16,1.138,19.486,592.4,2.398,41.057,20.43
grapes,Uttarakhand,2.378,156.03,0.65,19.707,371.04,1.546,46.863,20.49
papaya,Kerala,1.697,185.88,1.051,38.868,315.44,1.784,65.959,22.77
mango,Puducherry,0.89,259.79,0.629,20.447,231.21,0.56,18.198,28.37
mothbeans,Bihar,1.771,34.57,0.391,0.455,61.22,0.692,0.806,22.92
rice,Punjab,3.572,150.96,0.319,4.389,539.23,1.139,15.678,20.11
kidneybeans,Jharkhand,4.585,54.71,0.394,1.593,250.85,1.806,7.304,29.09
grapes,Haryana,4.354,173.29,0.87,14.056,754.5,3.788,61.2,22.0
watermelon,Ladakh,0.98,96.58,0.44,16.624,94.65,0.431,16.292,21.42
orange,Tamil Nadu,1.916,132.27,0.54,26.294,253.43,1.035,50.379,19.79
cotton,Chandigarh,3.098,128.45,2.833,1.159,397.94,8.777,3.591,28.86
kidneybeans,Andaman and Nicobar Islands,0.46,36.62,0.306,0.884,16.85,0.141,0.407,20.15
pigeonpeas,Punjab,0.731,54.16,0.289,1.699,39.59,0.211,1.242,22.87
pigeonpeas,Odisha,2.053,37.34,0.394,1.782,76.66,0.809,3.658,28.76
chickpea,Bihar,0.381,35.29,0.272,1.153,13.45,0.104,0.439,12.23
pomegranate,Bihar,3.923,290.1,0.797,21.92,1138.06,3.127,85.992,30.73
grapes,Jammu and Kashmir,1.591,297.28,0.716,17.07,472.97,1.139,27.158,17.88
coconut,Goa,2.018,621.34,0.774,4.915,1253.86,1.562,9.918,24.5
banana,Andaman and Nicobar Islands,0.642,334.58,0.869,29.158,214.8,0.558,18.719,21.62
pomegranate,Punjab,0.961,174.04,1.357,12.126,167.25,1.304,11.653,28.95
rice,Uttarakhand,2.306,120.13,0.488,2.852,277.02,1.125,6.577,25.03
banana,Tripura,2.539,524.75,0.757,43.478,1332.34,1.922,110.391,29.12
banana,Mizoram,0.67,305.65,0.801,30.111,204.79,0.537,20.174,34.49
banana,Jharkhand,1.34,241.9,1.164,25.763,324.15,1.56,34.522,20.26
cotton,Tamil Nadu,1.336,168.96,1.761,1.028,225.73,2.353,1.373,20.36
watermelon,Telangana,0.337,126.61,0.677,14.686,42.67,0.228,4.949,26.01
mungbean,West Bengal,1.716,21.62,0.244,1.267,37.1,0.419,2.174,27.8
mango,Jammu and Kashmir,1.53,310.18,1.039,10.902,474.58,1.59,16.68,27.17
pomegranate,West Bengal,0.466,206.74,1.429,27.668,96.34,0.666,12.893,31.65
muskmelon,Maharashtra,0.507,162.82,0.407,8.524,82.55,0.206,4.322,31.05
orange,Madhya Pradesh,1.113,124.48,0.956,26.529,138.55,1.064,29.527,19.59
maize,Rajasthan,2.281,78.51,0.613,2.968,179.08,1.398,6.77,20.17
banana,Puducherry,1.272,504.86,0.794,41.455,642.18,1.01,52.731,23.85
jute,Chandigarh,3.694,103.23,0.803,2.053,381.33,2.966,7.584,27.77
coffee,Kerala,3.233,96.35,0.585,0.875,311.5,1.891,2.829,22.29
blackgram,Himachal Pradesh,2.108,29.34,0.327,0.364,61.85,0.689,0.767,31.71
mothbeans,Chhattisgarh,3.967,31.66,0.152,1.062,125.6,0.603,4.213,30.15
muskmelon,Haryana,4.637,105.3,0.614,10.686,488.28,2.847,49.551,24.12
blackgram,Odisha,3.161,27.04,0.353,1.36,85.47,1.116,4.299,25.64
grapes,Himachal Pradesh,0.921,247.72,0.602,12.511,228.15,0.554,11.523,26.45
grapes,Mizoram,5.632,145.9,0.576,19.697,821.71,3.244,110.934,22.6
cotton,Meghalaya,1.74,140.6,2.509,2.151,244.64,4.366,3.743,29.41
grapes,Dadra and Nagar Haveli and Daman and Diu,0.805,181.21,0.879,10.796,145.87,0.708,8.691,27.63
pigeonpeas,Nagaland,0.761,43.51,0.246,1.292,33.11,0.187,0.983,20.17
orange,Himachal Pradesh,1.812,139.53,0.689,29.713,252.83,1.248,53.84,27.8
mothbeans,Meghalaya,0.855,43.55,0.233,0.425,37.24,0.199,0.363,29.21
mango,Telangana,2.681,220.77,0.715,18.2,591.88,1.917,48.794,30.78
jute,Puducherry,1.499,136.68,0.465,3.265,204.88,0.697,4.894,24.61
mango,Uttar Pradesh,0.734,177.72,1.072,15.152,130.45,0.787,11.122,30.47
lentil,Nagaland,0.798,32.6,0.14,1.437,26.01,0.112,1.147,19.39
mothbeans,Chandigarh,0.744,23.67,0.358,0.86,17.61,0.266,0.64,31.37
mungbean,Jammu and Kashmir,1.469,31.34,0.385,0.705,46.04,0.566,1.036,30.59
papaya,Tripura,3.077,246.39,0.808,33.804,758.14,2.486,104.015,24.65
orange,Madhya Pradesh,1.179,186.22,0.514,15.039,219.55,0.606,17.731,21.7
banana,Delhi,3.973,428.59,1.018,32.286,1702.79,4.045,128.272,28.67
coconut,Ladakh,2.68,540.52,1.123,9.834,1448.59,3.01,26.355,31.23
mango,Nagaland,1.115,149.24,0.692,12.581,166.4,0.772,14.028,29.61
blackgram,Punjab,1.816,36.07,0.412,0.61,65.5,0.748,1.108,25.19
maize,Ladakh,3.544,90.13,0.408,4.446,319.42,1.446,15.757,25.94
muskmelon,Nagaland,1.553,156.58,0.636,17.479,243.17,0.988,27.145,25.92
blackgram,Uttarakhand,2.204,27.18,0.194,1.192,59.9,0.428,2.627,27.79
jute,Meghalaya,2.358,162.99,0.622,4.034,384.33,1.467,9.512,27.6
banana,Telangana,1.077,415.64,1.422,29.502,447.64,1.531,31.774,33.82
orange,Tamil Nadu,0.414,167.83,1.022,17.792,69.48,0.423,7.366,26.96
lentil,Jammu and Kashmir,3.679,19.98,0.257,0.797,73.51,0.946,2.932,18.4
maize,Meghalaya,3.403,115.23,0.402,3.993,392.13,1.368,13.588,19.33
mungbean,Sikkim,0.787,32.45,0.156,1.4,25.54,0.123,1.102,24.31
cotton,Himachal Pradesh,0.405,151.12,1.666,2.412,61.2,0.675,0.977,29.34
cotton,Mizoram,3.191,152.43,1.158,2.082,486.4,3.695,6.644,25.38
coffee,Mizoram,0.673,120.75,0.584,1.45,81.26,0.393,0.976,18.29
mungbean,Jharkhand,1.379,29.26,0.271,1.076,40.35,0.374,1.484,29.92
kidneybeans,Arunachal Pradesh,0.404,55.07,0.342,0.906,22.25,0.138,0.366,18.89
chickpea,Jammu and Kashmir,1.419,32.99,0.283,1.701,46.81,0.402,2.414,15.1
mungbean,Goa,2.687,40.79,0.228,1.013,109.6,0.613,2.722,23.73
pomegranate,Assam,3.325,280.76,0.968,22.518,933.53,3.219,74.872,23.82
lentil,Meghalaya,1.896,33.86,0.163,1.126,64.2,0.309,2.135,11.02
lentil,Chhattisgarh,2.384,35.07,0.102,1.215,83.61,0.243,2.897,18.06
rice,Odisha,1.039,108.81,0.333,4.797,113.05,0.346,4.984,26.88
watermelon,Manipur,0.414,103.2,0.769,15.314,42.72,0.318,6.34,26.6
jute,Sikkim,1.289,148.55,0.688,3.487,191.48,0.887,4.495,29.65
pomegranate,Maharashtra,1.753,178.09,1.236,18.182,312.19,2.167,31.873,27.55
lentil,Jammu and Kashmir,1.14,37.96,0.109,0.724,43.27,0.124,0.825,13.95
blackgram,West Bengal,0.345,18.57,0.279,0.441,6.41,0.096,0.152,23.28
grapes,Karnataka,0.466,257.99,0.874,12.485,120.22,0.407,5.818,25.09
mango,Chandigarh,1.69,326.01,0.825,8.752,550.96,1.394,14.791,27.07
rice,Arunachal Pradesh,2.029,116.85,0.497,4.11,237.09,1.008,8.339,27.95
jute,Meghalaya,2.324,141.38,0.949,2.667,328.57,2.205,6.198,29.11
banana,Tripura,0.358,475.35,0.756,40.806,170.18,0.271,14.609,21.85
cotton,Gujarat,1.528,145.76,1.633,1.252,222.72,2.495,1.913,29.39
jute,Dadra and Nagar Haveli and Daman and Diu,1.236,97.45,0.978,3.22,120.45,1.209,3.98,23.11
chickpea,Manipur,2.379,33.33,0.336,1.399,79.29,0.799,3.328,12.08
coconut,Tripura,1.424,431.82,0.537,10.682,614.91,0.765,15.211,29.81
mungbean,Bihar,3.379,32.19,0.199,0.723,108.77,0.672,2.443,27.19
pigeonpeas,Puducherry,0.702,64.35,0.245,1.017,45.17,0.172,0.714,20.43
banana,Maharashtra,2.752,221.55,0.799,46.23,609.71,2.199,127.225,21.66
banana,Sikkim,2.172,250.05,0.808,35.037,543.11,1.755,76.1,20.21
lentil,Tamil Nadu,0.576,38.35,0.32,1.276,22.09,0.184,0.735,11.41
mungbean,Ladakh,0.91,21.99,0.37,0.564,20.01,0.337,0.513,25.69
papaya,Sikkim,2.311,264.39,0.848,36.289,611.01,1.96,83.864,29.81
kidneybeans,Tripura,2.525,44.16,0.235,1.194,111.5,0.593,3.015,29.69
watermelon,Haryana,0.508,108.65,0.55,23.919,55.19,0.279,12.151,23.53
coconut,Tripura,0.722,588.4,0.933,9.088,424.82,0.674,6.562,28.78
kidneybeans,Uttar Pradesh,1.409,36.27,0.398,0.954,51.1,0.561,1.344,18.17
maize,Delhi,1.334,96.26,0.345,5.072,128.41,0.46,6.766,20.39
mango,Punjab,1.471,174.27,1.101,10.053,256.35,1.62,14.788,30.0
grapes,Sikkim,0.949,247.25,1.272,8.684,234.64,1.207,8.241,20.59
mothbeans,Chhattisgarh,0.57,20.81,0.167,0.412,11.86,0.095,0.235,33.59
papaya,Gujarat,1.959,193.67,1.227,20.59,379.4,2.404,40.336,25.42
orange,Chhattisgarh,1.855,246.69,1.168,25.539,457.61,2.167,47.375,23.66
rice,Andhra Pradesh,3.485,123.51,0.578,3.902,430.43,2.014,13.598,24.54
coconut,Jammu and Kashmir,3.384,428.16,0.485,8.33,1448.89,1.641,28.189,25.65
blackgram,Puducherry,2.803,21.83,0.132,1.282,61.19,0.37,3.593,31.89
lentil,Andhra Pradesh,2.916,32.41,0.165,0.715,94.51,0.481,2.085,12.94
watermelon,Bihar,1.444,196.04,0.575,12.659,283.08,0.83,18.28,24.46
mango,Mizoram,0.986,318.58,0.796,14.653,314.12,0.785,14.448,26.58
mango,Arunachal Pradesh,2.631,277.27,1.19,9.566,729.5,3.131,25.168,34.73
pigeonpeas,Himachal Pradesh,2.745,49.35,0.193,1.66,135.47,0.53,4.557,23.69
pomegranate,Telangana,1.13,182.33,1.072,17.265,206.03,1.211,19.509,29.37
mungbean,Dadra and Nagar Haveli and Daman and Diu,1.604,47.83,0.349,1.16,76.72,0.56,1.861,24.09
kidneybeans,Tamil Nadu,0.429,42.09,0.362,1.292,18.06,0.155,0.554,26.7
mothbeans,Arunachal Pradesh,2.84,21.44,0.151,0.843,60.89,0.429,2.394,20.86
coconut,Nagaland,6.036,402.8,1.021,10.897,2431.3,6.163,65.774,24.25
kidneybeans,Uttar Pradesh,4.056,33.09,0.196,0.788,134.21,0.795,3.196,28.4
rice,Assam,1.641,127.06,0.526,3.543,208.51,0.863,5.814,28.29
mungbean,Jammu and Kashmir,2.224,52.39,0.273,1.263,116.52,0.607,2.809,24.2
rice,Odisha,1.167,94.77,0.834,3.821,110.6,0.973,4.459,22.08
pomegranate,Ladakh,2.925,185.04,1.287,21.682,541.24,3.764,63.42,17.19
jute,Karnataka,7.179,90.15,0.904,2.975,647.19,6.49,21.358,28.76
lentil,West Bengal,1.207,35.86,0.214,1.111,43.28,0.258,1.341,12.84
mothbeans,Tamil Nadu,1.72,26.7,0.118,1.019,45.92,0.203,1.753,30.43
pigeonpeas,Punjab,1.009,36.33,0.323,1.025,36.66,0.326,1.034,31.38
pomegranate,Jharkhand,0.811,163.46,1.448,18.588,132.57,1.174,15.075,22.9
mothbeans,Nagaland,0.83,26.47,0.158,0.421,21.97,0.131,0.349,21.86
blackgram,Andhra Pradesh,3.508,34.65,0.418,0.528,121.55,1.466,1.852,29.05
papaya,Delhi,0.488,186.07,0.776,32.96,90.8,0.379,16.084,27.11
coffee,Tamil Nadu,5.074,121.46,0.48,0.826,616.29,2.436,4.191,20.73
banana,Punjab,0.322,446.04,0.671,55.715,143.62,0.216,17.94,24.25
mango,Gujarat,1.162,294.99,1.188,7.938,342.78,1.38,9.224,25.57
chickpea,Manipur,0.659,20.17,0.341,1.76,13.29,0.225,1.16,21.83
muskmelon,Assam,1.254,134.73,0.583,24.925,168.95,0.731,31.256,30.69
mango,Kerala,1.892,256.31,1.279,19.338,484.94,2.42,36.587,27.79
blackgram,Telangana,0.359,26.01,0.406,1.275,9.34,0.146,0.458,27.15
muskmelon,Chhattisgarh,1.739,148.79,0.582,13.129,258.75,1.012,22.831,20.24
pigeonpeas,Chhattisgarh,2.464,45.68,0.351,1.189,112.56,0.865,2.93,22.21
maize,Chhattisgarh,0.407,80.44,0.41,3.86,32.74,0.167,1.571,19.14
orange,Meghalaya,1.082,258.94,1.16,11.713,280.17,1.255,12.673,24.69
pomegranate,Rajasthan,0.574,302.69,0.882,15.637,173.74,0.506,8.976,23.39
orange,Odisha,7.305,148.23,0.545,27.324,1082.82,3.981,199.602,28.86
lentil,Jammu and Kashmir,0.416,26.49,0.303,0.788,11.02,0.126,0.328,13.14
watermelon,Maharashtra,0.916,92.14,0.765,13.848,84.4,0.701,12.685,27.4
mungbean,Nagaland,3.472,35.7,0.186,1.172,123.95,0.646,4.069,24.55
coconut,Bihar,1.681,531.28,0.848,9.147,893.08,1.425,15.376,27.52
mungbean,Dadra and Nagar Haveli and Daman and Diu,0.877,43.65,0.153,0.453,38.28,0.134,0.397,33.33
coconut,Assam,1.595,654.64,1.115,9.671,1044.15,1.778,15.425,24.01
mothbeans,West Bengal,0.468,38.81,0.159,0.905,18.16,0.074,0.424,28.65
mothbeans,Kerala,1.309,32.12,0.24,0.96,42.05,0.314,1.257,21.27
papaya,Puducherry,0.357,283.2,0.601,22.801,101.1,0.215,8.14,30.07
coconut,Haryana,1.461,400.5,0.695,9.453,585.13,1.015,13.811,30.88
rice,Andhra Pradesh,0.711,108.46,0.752,4.045,77.12,0.535,2.876,22.85
maize,Uttar Pradesh,1.441,100.01,0.711,2.352,144.11,1.025,3.389,24.19
watermelon,Dadra and Nagar Haveli and Daman and Diu,1.439,90.85,0.624,14.246,130.73,0.898,20.5,31.36
grapes,Dadra and Nagar Haveli and Daman and Diu,6.233,188.32,0.789,13.699,1173.8,4.918,85.386,16.9
coffee,Odisha,0.312,140.55,0.872,0.59,43.85,0.272,0.184,20.66
pomegranate,Assam,0.665,258.35,1.429,26.676,171.8,0.95,17.74,27.45
pomegranate,Tripura,2.903,262.54,1.365,27.301,762.15,3.963,79.255,28.31
chickpea,Rajasthan,1.405,23.36,0.277,0.967,32.82,0.389,1.359,20.04
maize,Goa,0.537,77.39,0.197,4.938,41.56,0.106,2.652,29.59
mango,Bihar,1.772,326.75,0.525,12.407,579.0,0.93,21.985,33.55
pomegranate,Goa,0.504,173.03,0.898,16.22,87.21,0.453,8.175,20.24
mungbean,Maharashtra,0.591,44.49,0.207,0.805,26.29,0.122,0.476,28.01
cotton,Jharkhand,0.862,173.89,1.196,1.493,149.89,1.031,1.287,23.99
mungbean,Tripura,3.598,23.2,0.166,0.581,83.47,0.597,2.09,31.86
maize,Goa,0.958,73.05,0.248,2.723,69.98,0.238,2.609,28.56
kidneybeans,Madhya Pradesh,1.015,36.26,0.184,1.365,36.8,0.187,1.385,24.37
pigeonpeas,Goa,2.257,40.16,0.214,0.988,90.64,0.483,2.23,28.13
jute,Madhya Pradesh,1.712,141.57,0.513,3.451,242.37,0.878,5.908,29.06
coffee,Andaman and Nicobar Islands,2.063,136.01,0.699,1.076,280.59,1.442,2.22,21.82
cotton,Chhattisgarh,1.173,114.71,1.858,1.037,134.55,2.179,1.216,28.34
jute,Goa,0.424,162.36,0.936,3.632,68.84,0.397,1.54,25.04
cotton,Manipur,1.039,161.36,2.617,1.453,167.65,2.719,1.51,23.83
mothbeans,Chandigarh,0.922,21.5,0.126,0.621,19.82,0.116,0.573,33.13
watermelon,Jammu and Kashmir,1.176,147.29,0.84,12.571,173.21,0.988,14.783,25.09
banana,Manipur,0.439,424.81,0.751,37.79,186.49,0.33,16.59,30.47
pigeonpeas,Karnataka,0.993,52.12,0.265,1.222,51.76,0.263,1.213,25.6
maize,Kerala,2.14,71.58,0.229,3.971,153.18,0.49,8.498,28.13
grapes,Delhi,0.963,321.12,0.858,8.237,309.24,0.826,7.932,26.15
mango,Andhra Pradesh,1.116,234.97,0.834,16.153,262.23,0.931,18.027,29.05
rice,Arunachal Pradesh,2.169,119.72,0.475,3.012,259.67,1.03,6.533,24.14
apple,Tamil Nadu,0.41,241.82,0.961,19.75,99.15,0.394,8.098,16.66
banana,Andaman and Nicobar Islands,3.094,363.01,1.235,21.749,1123.15,3.821,67.291,22.8
coffee,West Bengal,0.702,155.33,0.669,0.826,109.04,0.47,0.58,21.74
mothbeans,Kerala,1.678,36.37,0.327,0.766,61.03,0.549,1.285,22.7
apple,Maharashtra,1.797,127.6,0.666,11.808,229.3,1.197,21.219,20.68
mungbean,Andaman and Nicobar Islands,1.124,41.07,0.303,1.235,46.16,0.341,1.388,24.53
cotton,Andaman and Nicobar Islands,0.355,181.77,2.199,1.172,64.53,0.781,0.416,28.72
coconut,Dadra and Nagar Haveli and Daman and Diu,1.604,701.95,0.909,8.224,1125.93,1.458,13.191,27.77
banana,Telangana,2.537,357.41,0.968,36.426,906.75,2.456,92.413,21.98
cotton,Jharkhand,0.616,178.82,2.976,1.959,110.15,1.833,1.207,27.61
apple,Ladakh,0.563,243.26,0.781,20.017,136.96,0.44,11.27,19.4
pomegranate,West Bengal,0.52,281.48,1.414,24.913,146.37,0.735,12.955,28.18
coffee,Arunachal Pradesh,4.774,113.06,0.901,1.663,539.75,4.301,7.939,22.76
chickpea,Kerala,2.748,26.72,0.351,1.861,73.43,0.965,5.114,22.43
